building,hotel,ar,House Number,query,https://wiki.openstreetmap.org/w/images/5/55/StreetComplete_quest_housenumber.svg,,,,
building,retail,ar,House Number,query,https://wiki.openstreetmap.org/w/images/5/55/StreetComplete_quest_housenumber.svg,,,,
building,commercial,ar,House Number,query,https://wiki.openstreetmap.org/w/images/5/55/StreetComplete_quest_housenumber.svg,,,,
addr:housenumber,,nar,House Number,query (exclusion),https://wiki.openstreetmap.org/w/images/5/55/StreetComplete_quest_housenumber.svg,,,,
addr:housename,,nar,House Number,query (exclusion),https://wiki.openstreetmap.org/w/images/5/55/StreetComplete_quest_housenumber.svg,,,,
addr:conscriptionnumber,,nar,House Number,query (exclusion),https://wiki.openstreetmap.org/w/images/5/55/StreetComplete_quest_housenumber.svg,,,,
addr:streetnumber,,nar,House Number,query (exclusion),https://wiki.openstreetmap.org/w/images/5/55/StreetComplete_quest_housenumber.svg,,,,
noaddress,,ar,House Number,query (exclusion),https://wiki.openstreetmap.org/w/images/5/55/StreetComplete_quest_housenumber.svg,,,,
location,underground,ar,House Number,query (exclusion),https://wiki.openstreetmap.org/w/images/5/55/StreetComplete_quest_housenumber.svg,,,,
noaddress,yes,ar,House Number,fill,https://wiki.openstreetmap.org/w/images/5/55/StreetComplete_quest_housenumber.svg,,,,
addr:housenumber,,ar,House Number,fill,https://wiki.openstreetmap.org/w/images/5/55/StreetComplete_quest_housenumber.svg,,,,
addr:housename,,ar,House Number,fill,https://wiki.openstreetmap.org/w/images/5/55/StreetComplete_quest_housenumber.svg,,,,
addr:conscriptionnumber,,ar,House Number,fill,https://wiki.openstreetmap.org/w/images/5/55/StreetComplete_quest_housenumber.svg,,,,
addr:streetnumber,,ar,House Number,fill,https://wiki.openstreetmap.org/w/images/5/55/StreetComplete_quest_housenumber.svg,,,,
highway,motorway,w,Speed Limits,query,https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
highway,trunk,w,Speed Limits,query,https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
highway,primary,w,Speed Limits,query,https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
highway,secondary,w,Speed Limits,query,https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
highway,tertiary,w,Speed Limits,query,https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
highway,unclassified,w,Speed Limits,query,https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
highway,residential,w,Speed Limits,query,https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
maxspeed,,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
maxspeed:forward,,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
maxspeed:backward,,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
source:maxspeed,,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
zone:maxspeed,,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
maxspeed:type,,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
surface,unpaved,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
surface,compacted,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
surface,gravel,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
surface,fine_gravel,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
surface,pebblestone,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
surface,grass_paver,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
surface,ground,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
surface,earth,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
surface,dirt,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
surface,grass,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
surface,sand,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
surface,mud,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
surface,ice,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
surface,salt,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
surface,snow,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
surface,woodchips,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
motor_vehicle,private,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
motor_vehicle,no,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
vehicle,private,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
vehicle,no,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
access,private,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
access,no,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
foot,,w,Speed Limits,query,https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
foot,private,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
foot,no,w,Speed Limits,query (exclusion),https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
highway,living_street,w,Speed Limits,fill,https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
maxspeed:advisory,,w,Speed Limits,fill,https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
maxspeed:type:advisory,sign,w,Speed Limits,fill,https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
maxspeed,,w,Speed Limits,fill,https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
maxspeed:type,,w,Speed Limits,fill,https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
maxspeed:type,sign,w,Speed Limits,fill,https://wiki.openstreetmap.org/w/images/6/64/StreetComplete_quest_maxspeed.svg,,,,
highway,service,w,Oneway,query,https://wiki.openstreetmap.org/w/images/c/ce/StreetComplete_quest_oneway.svg,,,,
highway,living_street,w,Oneway,query,https://wiki.openstreetmap.org/w/images/c/ce/StreetComplete_quest_oneway.svg,,,,
highway,residential,w,Oneway,query,https://wiki.openstreetmap.org/w/images/c/ce/StreetComplete_quest_oneway.svg,,,,
highway,unclassified,w,Oneway,query,https://wiki.openstreetmap.org/w/images/c/ce/StreetComplete_quest_oneway.svg,,,,
highway,tertiary,w,Oneway,query,https://wiki.openstreetmap.org/w/images/c/ce/StreetComplete_quest_oneway.svg,,,,
highway,secondary,w,Oneway,query,https://wiki.openstreetmap.org/w/images/c/ce/StreetComplete_quest_oneway.svg,,,,
highway,primary,w,Oneway,query,https://wiki.openstreetmap.org/w/images/c/ce/StreetComplete_quest_oneway.svg,,,,
highway,trunk,w,Oneway,query,https://wiki.openstreetmap.org/w/images/c/ce/StreetComplete_quest_oneway.svg,,,,
highway,road,w,Oneway,query,https://wiki.openstreetmap.org/w/images/c/ce/StreetComplete_quest_oneway.svg,,,,
highway,tertiary_link,w,Oneway,query,https://wiki.openstreetmap.org/w/images/c/ce/StreetComplete_quest_oneway.svg,,,,
highway,secondary_link,w,Oneway,query,https://wiki.openstreetmap.org/w/images/c/ce/StreetComplete_quest_oneway.svg,,,,
highway,primary_link,w,Oneway,query,https://wiki.openstreetmap.org/w/images/c/ce/StreetComplete_quest_oneway.svg,,,,
highway,trunk_link,w,Oneway,query,https://wiki.openstreetmap.org/w/images/c/ce/StreetComplete_quest_oneway.svg,,,,
oneway,,w,Oneway,query (exclusion),https://wiki.openstreetmap.org/w/images/c/ce/StreetComplete_quest_oneway.svg,,,,
access,private,w,Oneway,query (exclusion),https://wiki.openstreetmap.org/w/images/c/ce/StreetComplete_quest_oneway.svg,,,,
access,no,w,Oneway,query (exclusion),https://wiki.openstreetmap.org/w/images/c/ce/StreetComplete_quest_oneway.svg,,,,
oneway,no,w,Oneway,fill,https://wiki.openstreetmap.org/w/images/c/ce/StreetComplete_quest_oneway.svg,,,,
oneway,yes,w,Oneway,fill,https://wiki.openstreetmap.org/w/images/c/ce/StreetComplete_quest_oneway.svg,,,,
oneway,-1,w,Oneway,fill,https://wiki.openstreetmap.org/w/images/c/ce/StreetComplete_quest_oneway.svg,,,,
barrier,height_restrictor,n,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
amenity,parking_entrance,n,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
parking,underground,n,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
parking,multi-storey,n,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
maxheight,,nw,Maximum Heights,query (exclusion),https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
maxheight:physical,,nw,Maximum Heights,query (exclusion),https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
highway,primary,w,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
highway,secondary,w,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
highway,tertiary,w,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
highway,trunk,w,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
highway,motorway,w,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
highway,residential,w,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
highway,unclassified,w,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
highway,living_street,w,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
highway,primary_link,w,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
highway,secondary_link,w,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
highway,tertiary_link,w,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
highway,trunk_link,w,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
highway,service,w,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
access,private,w,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
covered,yes,w,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
tunnel,yes,w,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
tunnel,building_passage,w,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
tunnel,avalanche_protector,w,Maximum Heights,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
maxheight,,nw,Maximum Heights,fill,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
maxheight,below_default,nw,Maximum Heights,fill,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
maxheight,default,nw,Maximum Heights,fill,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
barrier,height_restrictor,n,Maximum Heights,wording,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
amenity,parking_entrance,n,Maximum Heights,wording,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
tunnel,yes,w,Maximum Heights,wording,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_max_height.svg,,,,
shop,,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
shop,no,nar,Opening Hours,query (exclusion),https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
shop,vacant,nar,Opening Hours,query (exclusion),https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,restaurant,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,cafe,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,ice_cream,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,fast_food,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,bar,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,pub,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,biergarten,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,food_court,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,cinema,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,nightclub,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,bank,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,bureau_de_change,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,money_transfer,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,post_office,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,library,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,courthouse,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,embassy,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,car_wash,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,car_rental,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,marketplace,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,fuel,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,driving_school,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,dentist,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,doctors,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,clinic,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,pharmacy,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,veterinary,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,bicycle_parking,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
bicycle_parking,building,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,parking,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
parking,multi-storey,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,recycling,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
recycling_type,centre,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
tourism,zoo,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
tourism,aquarium,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
tourism,theme_park,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
tourism,gallery,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
tourism,museum,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
tourism,information,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
information,office,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
leisure,golf_course,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
leisure,water_park,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
leisure,miniature_golf,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
leisure,dance,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
leisure,bowling_alley,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
leisure,horse_riding,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
leisure,sports_centre,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
leisure,fitness_centre,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
leisure,amusement_arcade,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
leisure,adult_gaming_centre,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
leisure,tanning_salon,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
office,insurance,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
opening_hours,,nar,Opening Hours,query (exclusion),https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
name,,nar,Opening Hours,query,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
opening_hours:signed,no,nar,Opening Hours,query (exclusion),https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
access,private,nar,Opening Hours,query (exclusion),https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
access,no,nar,Opening Hours,query (exclusion),https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
opening_hours:signed,no,nar,Opening Hours,fill,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
opening_hours,,nar,Opening Hours,fill,https://wiki.openstreetmap.org/w/images/f/fa/StreetComplete_quest_clock.svg,,,,
amenity,recycling,nar,Recycling Type,query,https://wiki.openstreetmap.org/w/images/7/79/StreetComplete_quest_recycle.svg,,,,
recycling_type,,nar,Recycling Type,query (exclusion),https://wiki.openstreetmap.org/w/images/7/79/StreetComplete_quest_recycle.svg,,,,
recycling_type,centre,nar,Recycling Type,fill,https://wiki.openstreetmap.org/w/images/7/79/StreetComplete_quest_recycle.svg,,,,
recycling_type,container,nar,Recycling Type,fill,https://wiki.openstreetmap.org/w/images/7/79/StreetComplete_quest_recycle.svg,,,,
location,overground,nar,Recycling Type,fill,https://wiki.openstreetmap.org/w/images/7/79/StreetComplete_quest_recycle.svg,,,,
location,underground,nar,Recycling Type,fill,https://wiki.openstreetmap.org/w/images/7/79/StreetComplete_quest_recycle.svg,,,,
highway,living_street,w,Road Name,query,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
highway,residential,w,Road Name,query,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
highway,pedestrian,w,Road Name,query,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
highway,primary,w,Road Name,query,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
highway,secondary,w,Road Name,query,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
highway,tertiary,w,Road Name,query,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
highway,unclassified,w,Road Name,query,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name,,w,Road Name,query (exclusion),https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
ref,,w,Road Name,query (exclusion),https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
noname,yes,w,Road Name,query (exclusion),https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
junction,,w,Road Name,query (exclusion),https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
area,,wa,Road Name,query (exclusion),https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
highway,pedestrian,w,Road Name,wording,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
noname,yes,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
highway,service,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
highway,track,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
highway,primary_link,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
highway,secondary_link,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
highway,tertiary_link,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:aa,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:adx,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:af,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ak,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:am,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:any,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ar,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:as,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ay,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:az,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:bci,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:be,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:bem,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ber,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:bg,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:bi,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:bm,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:bn,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:bo,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:br,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:brx,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
